Pathway,Celltype,Cor,Enrich_Score,Padj
INFLAMMATORY RESPONSE,Luminal Progenitors,0.507283542117491,NA,> 0.05
INFLAMMATORY RESPONSE,Macrophage,0.305888518435938,0,> 0.05
INFLAMMATORY RESPONSE,Mature Luminal,0.397976146958934,NA,> 0.05
INFLAMMATORY RESPONSE,Monocyte,0.182510353392328,0,> 0.05
INFLAMMATORY RESPONSE,Myoepithelial,0.631719199881743,NA,> 0.05
INFLAMMATORY RESPONSE,NK cells,0.118222879734737,0,> 0.05
INFLAMMATORY RESPONSE,NKT cells,0.491381687512477,0,> 0.05
INFLAMMATORY RESPONSE,Plasmablasts,0.186320463561388,0,> 0.05
INFLAMMATORY RESPONSE,PVL Differentiated,0.696157690226759,0,> 0.05
INFLAMMATORY RESPONSE,PVL Immature,0.34924944838817,0,> 0.05
INFLAMMATORY RESPONSE,T cells CD4+,0.330276880673966,0,> 0.05
INFLAMMATORY RESPONSE,T cells CD8+,0.296304630512181,0,> 0.05
INTERFERON ALPHA RESPONSE,B cells Memory,0.119518595542477,0,> 0.05
INTERFERON ALPHA RESPONSE,B cells Naive,0.198956534572633,NA,> 0.05
INTERFERON ALPHA RESPONSE,CAFs MSC iCAF-like,-0.12443858565559,0,> 0.05
INTERFERON ALPHA RESPONSE,CAFs myCAF-like,-0.136984497744331,0,> 0.05
INTERFERON ALPHA RESPONSE,Cancer Basal SC,-0.532672872292901,-2.18507439723121,6.91880631477426e-07
INTERFERON ALPHA RESPONSE,Cancer Cycling,-0.334626380866656,-2.18654498543258,4.44562436003171e-06
INTERFERON ALPHA RESPONSE,Cancer Her2 SC,-0.666182368419569,-3.34562701749938,3.11153151247088e-16
INTERFERON ALPHA RESPONSE,Cancer LumA SC,-0.28585000209289,-1.99208093919361,0.000935263907464121
INTERFERON ALPHA RESPONSE,Cancer LumB SC,-0.246609056990548,-1.76192172859161,0.0100504974776168
INTERFERON ALPHA RESPONSE,Cycling PVL,-0.333437729687124,0,> 0.05
INTERFERON ALPHA RESPONSE,Cycling T-cells,-0.0815835784181251,0,0
INTERFERON ALPHA RESPONSE,Cycling Myeloid,-0.280133616860371,0,> 0.05
INTERFERON ALPHA RESPONSE,DCs,-0.326503814752347,0,> 0.05
INTERFERON ALPHA RESPONSE,Endothelial ACKR1,-0.28055913354406,-1.87241771622891,7.83769657274995e-05
INTERFERON ALPHA RESPONSE,Endothelial CXCL12,-0.577523048941415,-2.09260556599597,2.61936955722261e-06
INTERFERON ALPHA RESPONSE,Endothelial Lymphatic LYVE1,0.0181026416851608,0,0
INTERFERON ALPHA RESPONSE,Endothelial RGS5,-0.56947173562342,-1.834948755823,0.000162088066427936
INTERFERON ALPHA RESPONSE,Luminal Progenitors,-0.471822087361132,NA,> 0.05
INTERFERON ALPHA RESPONSE,Macrophage,-0.32234249044956,-2.38745327223005,1.1133271645061e-07
INTERFERON ALPHA RESPONSE,Mature Luminal,-0.139625982876253,NA,> 0.05
INTERFERON ALPHA RESPONSE,Monocyte,-0.465082922581834,-2.25167379980643,2.36960903073142e-06
INTERFERON ALPHA RESPONSE,Myoepithelial,-0.165992654955045,NA,> 0.05
INTERFERON ALPHA RESPONSE,NK cells,-0.163900754053773,0,> 0.05
INTERFERON ALPHA RESPONSE,NKT cells,-0.37596239121775,0,> 0.05
INTERFERON ALPHA RESPONSE,Plasmablasts,-0.312481954725683,0,> 0.05
INTERFERON ALPHA RESPONSE,PVL Differentiated,0.001036038669647,0,> 0.05
INTERFERON ALPHA RESPONSE,PVL Immature,-0.287844760893522,0,> 0.05
INTERFERON ALPHA RESPONSE,T cells CD4+,-0.204531805877372,-1.69052520581653,0.00274301319721273
INTERFERON ALPHA RESPONSE,T cells CD8+,-0.285432816052998,-2.04858713408021,1.540337051977e-06
INTERFERON GAMMA RESPONSE,B cells Memory,0.250848787276,0,> 0.05
INTERFERON GAMMA RESPONSE,B cells Naive,0.259295159827375,NA,> 0.05
INTERFERON GAMMA RESPONSE,CAFs MSC iCAF-like,-0.155189311641348,0,> 0.05
INTERFERON GAMMA RESPONSE,CAFs myCAF-like,-0.116571558340166,0,> 0.05
INTERFERON GAMMA RESPONSE,Cancer Basal SC,-0.61195121733325,-2.03517030335699,1.05099352989613e-07
INTERFERON GAMMA RESPONSE,Cancer Cycling,-0.440422381897575,-1.75934995356421,4.4052305031361e-05
INTERFERON GAMMA RESPONSE,Cancer Her2 SC,-0.66666889145006,0,> 0.05
INTERFERON GAMMA RESPONSE,Cancer LumA SC,-0.32423689798221,0,> 0.05
INTERFERON GAMMA RESPONSE,Cancer LumB SC,-0.432506108841073,-1.52912880953081,0.0286997371813249
INTERFERON GAMMA RESPONSE,Cycling PVL,-0.102004005998234,0,> 0.05
INTERFERON GAMMA RESPONSE,Cycling T-cells,-0.036678021638705,0,0
INTERFERON GAMMA RESPONSE,Cycling Myeloid,-0.192885071724253,-1.71124342960554,0.00489182611022443
INTERFERON GAMMA RESPONSE,DCs,-0.0981626803613327,0,> 0.05
INTERFERON GAMMA RESPONSE,Endothelial ACKR1,-0.474682927628533,-1.75307865242933,1.49296173954473e-05
INTERFERON GAMMA RESPONSE,Endothelial CXCL12,-0.608541239469877,-1.7449747601218,7.38399625828058e-05
INTERFERON GAMMA RESPONSE,Endothelial Lymphatic LYVE1,-0.0923484777958884,0,0
INTERFERON GAMMA RESPONSE,Endothelial RGS5,-0.478266643883066,-1.4529158317174,0.0146965289724762
INTERFERON GAMMA RESPONSE,Luminal Progenitors,-0.41777909594098,NA,> 0.05
INTERFERON GAMMA RESPONSE,Macrophage,-0.248775747452397,-1.63526978640576,0.00144843154074945
INTERFERON GAMMA RESPONSE,Mature Luminal,-0.294954583337756,NA,> 0.05
INTERFERON GAMMA RESPONSE,Monocyte,-0.255807455570361,-1.50163421803006,0.0101067429634412
INTERFERON GAMMA RESPONSE,Myoepithelial,0.0620763564895532,NA,> 0.05
INTERFERON GAMMA RESPONSE,NK cells,-0.050648471343301,0,> 0.05
INTERFERON GAMMA RESPONSE,NKT cells,-0.605967827649117,0,> 0.05
INTERFERON GAMMA RESPONSE,Plasmablasts,-0.38791113314447,0,> 0.05
INTERFERON GAMMA RESPONSE,PVL Differentiated,-0.127134121375113,0,> 0.05
INTERFERON GAMMA RESPONSE,PVL Immature,-0.516388679059148,0,> 0.05
INTERFERON GAMMA RESPONSE,T cells CD4+,-0.10657653902011,0,> 0.05
INTERFERON GAMMA RESPONSE,T cells CD8+,-0.375214588007977,0,> 0.05
KRAS SIGNALING DN,B cells Memory,0.426584484434639,0,> 0.05
KRAS SIGNALING DN,B cells Naive,0.357295238218762,NA,> 0.05
KRAS SIGNALING DN,CAFs MSC iCAF-like,-0.0818867223586132,0,> 0.05
KRAS SIGNALING DN,CAFs myCAF-like,-0.143942294454116,0,> 0.05
KRAS SIGNALING DN,Cancer Basal SC,-0.12980715961245,0,> 0.05
KRAS SIGNALING DN,Cancer Cycling,0.449642337490731,0,> 0.05
KRAS SIGNALING DN,Cancer Her2 SC,0.352609158847142,0,> 0.05
KRAS SIGNALING DN,Cancer LumA SC,0.461972317118333,0,> 0.05
KRAS SIGNALING DN,Cancer LumB SC,0.478535296376383,0,> 0.05
KRAS SIGNALING DN,Cycling PVL,-0.1189044796264,0,> 0.05
KRAS SIGNALING DN,Cycling T-cells,0.243455345350676,0,0
KRAS SIGNALING DN,Cycling Myeloid,0.222344915527284,0,> 0.05
KRAS SIGNALING DN,DCs,0.488458754659303,0,> 0.05
KRAS SIGNALING DN,Endothelial ACKR1,0.105537959349653,0,> 0.05
KRAS SIGNALING DN,Endothelial CXCL12,-0.324637870436258,0,> 0.05
KRAS SIGNALING DN,Endothelial Lymphatic LYVE1,0.437351932929359,0,0
KRAS SIGNALING DN,Endothelial RGS5,0.407698573034898,0,> 0.05
KRAS SIGNALING DN,Luminal Progenitors,0.0586847290124583,NA,> 0.05
KRAS SIGNALING DN,Macrophage,0.68519995696389,0,> 0.05
KRAS SIGNALING DN,Mature Luminal,0.490276611832284,NA,> 0.05
KRAS SIGNALING DN,Monocyte,0.217624392858924,0,> 0.05
KRAS SIGNALING DN,Myoepithelial,0.157247491267439,NA,> 0.05
KRAS SIGNALING DN,NK cells,0.691256465525719,0,> 0.05
KRAS SIGNALING DN,NKT cells,0.604165606026572,0,> 0.05
KRAS SIGNALING DN,Plasmablasts,0.474825635655598,0,> 0.05
KRAS SIGNALING DN,PVL Differentiated,0.0357312364477988,0,> 0.05
KRAS SIGNALING DN,PVL Immature,0.41379150307277,0,> 0.05
KRAS SIGNALING DN,T cells CD4+,0.601100572699985,0,> 0.05
KRAS SIGNALING DN,T cells CD8+,0.640809630380264,0,> 0.05
KRAS SIGNALING UP,B cells Memory,0.109677189540284,0,> 0.05
KRAS SIGNALING UP,B cells Naive,0.369331480841169,NA,> 0.05
KRAS SIGNALING UP,CAFs MSC iCAF-like,0.0593056726357327,0,> 0.05
KRAS SIGNALING UP,CAFs myCAF-like,0.0317799959560606,0,> 0.05
KRAS SIGNALING UP,Cancer Basal SC,-0.0163282739092702,0,> 0.05
KRAS SIGNALING UP,Cancer Cycling,-0.274508350800646,0,> 0.05
KRAS SIGNALING UP,Cancer Her2 SC,-0.264808354366808,0,> 0.05
KRAS SIGNALING UP,Cancer LumA SC,-0.449859284348463,0,> 0.05
KRAS SIGNALING UP,Cancer LumB SC,-0.269484415153785,0,> 0.05
KRAS SIGNALING UP,Cycling PVL,0.393000496129013,0,> 0.05
KRAS SIGNALING UP,Cycling T-cells,0.259578258654229,0,0
KRAS SIGNALING UP,Cycling Myeloid,0.385939988882452,0,> 0.05
KRAS SIGNALING UP,DCs,0.459772898807347,0,> 0.05
KRAS SIGNALING UP,Endothelial ACKR1,-0.479012088928512,0,> 0.05
KRAS SIGNALING UP,Endothelial CXCL12,0.399860276652261,0,> 0.05
KRAS SIGNALING UP,Endothelial Lymphatic LYVE1,-0.395686719546544,0,0
KRAS SIGNALING UP,Endothelial RGS5,0.267399217725673,0,> 0.05
KRAS SIGNALING UP,Luminal Progenitors,0.363463327604131,NA,> 0.05
KRAS SIGNALING UP,Macrophage,0.206123645986737,0,> 0.05
KRAS SIGNALING UP,Mature Luminal,0.426455922571075,NA,> 0.05
KRAS SIGNALING UP,Monocyte,-0.0198076445717621,0,> 0.05
KRAS SIGNALING UP,Myoepithelial,0.1747522416729,NA,> 0.05
KRAS SIGNALING UP,NK cells,-0.276256056372928,0,> 0.05
KRAS SIGNALING UP,NKT cells,-0.0474750514871705,0,> 0.05
KRAS SIGNALING UP,Plasmablasts,0.265667021004649,0,> 0.05
KRAS SIGNALING UP,PVL Differentiated,0.180401474959857,0,> 0.05
KRAS SIGNALING UP,PVL Immature,-0.247279172227907,0,> 0.05
KRAS SIGNALING UP,T cells CD4+,0.162939802314007,0,> 0.05
KRAS SIGNALING UP,T cells CD8+,0.0387307603422403,0,> 0.05
MITOTIC SPINDLE,B cells Memory,-0.273112826894631,0,> 0.05
MITOTIC SPINDLE,B cells Naive,-0.364804904810651,NA,> 0.05
MITOTIC SPINDLE,CAFs MSC iCAF-like,-0.0526780283141644,0,> 0.05
MITOTIC SPINDLE,CAFs myCAF-like,0.318731118259988,0,> 0.05
MITOTIC SPINDLE,Cancer Basal SC,-0.107920833293459,0,> 0.05
MITOTIC SPINDLE,Cancer Cycling,0.196160945235204,0,> 0.05
MITOTIC SPINDLE,Cancer Her2 SC,0.21855571030123,0,> 0.05
MITOTIC SPINDLE,Cancer LumA SC,-0.237588720937805,0,> 0.05
MITOTIC SPINDLE,Cancer LumB SC,0.0868871408569383,0,> 0.05
MITOTIC SPINDLE,Cycling PVL,0.426151431125713,1.64925786075888,0.00536098959520674
MITOTIC SPINDLE,Cycling T-cells,0.230022502526014,0,0
MITOTIC SPINDLE,Cycling Myeloid,-0.244345423545668,0,> 0.05
MITOTIC SPINDLE,DCs,0.251559893368772,0,> 0.05
MITOTIC SPINDLE,Endothelial ACKR1,-0.00319417674302442,0,> 0.05
MITOTIC SPINDLE,Endothelial CXCL12,0.207970435074842,0,> 0.05
MITOTIC SPINDLE,Endothelial Lymphatic LYVE1,0.430090575968184,0,0
MITOTIC SPINDLE,Endothelial RGS5,-0.0416806061050829,0,> 0.05
MITOTIC SPINDLE,Luminal Progenitors,0.498962175247355,NA,> 0.05
MITOTIC SPINDLE,Macrophage,0.027354522049524,0,> 0.05
MITOTIC SPINDLE,Mature Luminal,0.337133528643575,NA,> 0.05
MITOTIC SPINDLE,Monocyte,-0.0903006674122237,0,> 0.05
MITOTIC SPINDLE,Myoepithelial,0.413744831101042,NA,> 0.05
MITOTIC SPINDLE,NK cells,0.332607458258972,0,> 0.05
MITOTIC SPINDLE,NKT cells,0.123802350863631,0,> 0.05
MITOTIC SPINDLE,Plasmablasts,0.475026052434696,0,> 0.05
MITOTIC SPINDLE,PVL Differentiated,0.334024818003466,0,> 0.05
MITOTIC SPINDLE,PVL Immature,0.449968644927919,0,> 0.05
MITOTIC SPINDLE,T cells CD4+,0.0348881195841854,0,> 0.05
MITOTIC SPINDLE,T cells CD8+,0.088971690811639,0,> 0.05
MTORC1 SIGNALING,B cells Memory,0.457763212408185,0,> 0.05
MTORC1 SIGNALING,B cells Naive,0.261197503371783,NA,> 0.05
MTORC1 SIGNALING,CAFs MSC iCAF-like,-0.219995999255465,0,> 0.05
MTORC1 SIGNALING,CAFs myCAF-like,0.0366591744913528,0,> 0.05
MTORC1 SIGNALING,Cancer Basal SC,-0.0608935883706981,0,> 0.05
MTORC1 SIGNALING,Cancer Cycling,0.0878573932590577,0,> 0.05
MTORC1 SIGNALING,Cancer Her2 SC,0.180165141288232,0,> 0.05
MTORC1 SIGNALING,Cancer LumA SC,0.397650067973373,0,> 0.05
MTORC1 SIGNALING,Cancer LumB SC,0.0803054513024598,0,> 0.05
MTORC1 SIGNALING,Cycling PVL,-0.0804110828497636,0,> 0.05
MTORC1 SIGNALING,Cycling T-cells,0.00737557567352832,0,0
MTORC1 SIGNALING,Cycling Myeloid,0.293673560961803,0,> 0.05
MTORC1 SIGNALING,DCs,0.433780750802296,0,> 0.05
MTORC1 SIGNALING,Endothelial ACKR1,-0.330640312715921,0,> 0.05
MTORC1 SIGNALING,Endothelial CXCL12,-0.283259061705444,0,> 0.05
MTORC1 SIGNALING,Endothelial Lymphatic LYVE1,-0.240987810951348,0,0
MTORC1 SIGNALING,Endothelial RGS5,-0.555084774695798,0,> 0.05
MTORC1 SIGNALING,Luminal Progenitors,-0.216760357746758,NA,> 0.05
MTORC1 SIGNALING,Macrophage,0.0774354509440677,0,> 0.05
MTORC1 SIGNALING,Mature Luminal,-0.279686917628533,NA,> 0.05
MTORC1 SIGNALING,Monocyte,-0.0989242129189449,0,> 0.05
MTORC1 SIGNALING,Myoepithelial,0.139450222929379,NA,> 0.05
MTORC1 SIGNALING,NK cells,-0.0259314859570687,0,> 0.05
MTORC1 SIGNALING,NKT cells,-0.0202139764597773,0,> 0.05
MTORC1 SIGNALING,Plasmablasts,-0.436978302126321,0,> 0.05
MTORC1 SIGNALING,PVL Differentiated,0.00463762481486359,0,> 0.05
MTORC1 SIGNALING,PVL Immature,-0.498220822916936,0,> 0.05
MTORC1 SIGNALING,T cells CD4+,0.0220189350654464,0,> 0.05
MTORC1 SIGNALING,T cells CD8+,-0.0405238047234273,0,> 0.05
MYC TARGETS V1,B cells Memory,0.230884173471164,-2.07880080925502,5.04452653608738e-09
MYC TARGETS V1,B cells Naive,0.161478862439898,NA,> 0.05
MYC TARGETS V1,CAFs MSC iCAF-like,-0.446877800108313,-2.04238644198267,2.85670165088935e-07
MYC TARGETS V1,CAFs myCAF-like,-0.40338482547279,-1.9532401241338,3.08673034973227e-06
MYC TARGETS V1,Cancer Basal SC,-0.138251489768439,-2.18592797046696,9.31498874604834e-11
MYC TARGETS V1,Cancer Cycling,-0.0636144889367391,-2.48145912786892,7.10719673757854e-13
MYC TARGETS V1,Cancer Her2 SC,-0.0520364790726901,0,> 0.05
MYC TARGETS V1,Cancer LumA SC,0.224040823461755,-1.9520165215531,3.15730869092954e-05
MYC TARGETS V1,Cancer LumB SC,-0.0576836843918764,-1.76485657959394,0.0016487547922921
MYC TARGETS V1,Cycling PVL,-0.0939288803010985,0,> 0.05
MYC TARGETS V1,Cycling T-cells,-0.0740784734581599,0,0
MYC TARGETS V1,Cycling Myeloid,0.135883048881808,0,> 0.05
MYC TARGETS V1,DCs,-0.37060933501993,0,> 0.05
MYC TARGETS V1,Endothelial ACKR1,-0.489482830437501,-2.01406278714741,3.96959662160309e-09
MYC TARGETS V1,Endothelial CXCL12,-0.449998190124382,-2.03582661514557,1.20940176423032e-08
MYC TARGETS V1,Endothelial Lymphatic LYVE1,-0.326232337342514,0,0
MYC TARGETS V1,Endothelial RGS5,-0.520041825590852,-1.91905061888507,1.21388314416771e-07
MYC TARGETS V1,Luminal Progenitors,-0.230688694977221,NA,> 0.05
MYC TARGETS V1,Macrophage,-0.478386668991586,-1.94351293347848,4.22546002811451e-06
MYC TARGETS V1,Mature Luminal,-0.283765022124077,NA,> 0.05
MYC TARGETS V1,Monocyte,-0.374405456190641,-2.01473044393578,2.36960903073142e-06
MYC TARGETS V1,Myoepithelial,-0.19535859310874,NA,> 0.05
MYC TARGETS V1,NK cells,-0.363019970459398,-2.03846201526003,1.99142111782131e-06
MYC TARGETS V1,NKT cells,-0.428706772140584,0,> 0.05
MYC TARGETS V1,Plasmablasts,-0.543899678443432,-2.2489379837174,3.18743653452159e-10
MYC TARGETS V1,PVL Differentiated,-0.405162065770575,-1.76317337858195,0.00016613758543072
MYC TARGETS V1,PVL Immature,-0.620091428885098,-2.20506346022947,7.98118421840089e-11
MYC TARGETS V1,T cells CD4+,-0.416246013306792,-2.27604147117285,7.19321014546331e-13
MYC TARGETS V1,T cells CD8+,-0.37318490051959,-2.10082329819675,2.64309575244038e-10
MYC TARGETS V2,B cells Memory,0.656869755255432,0,> 0.05
MYC TARGETS V2,B cells Naive,0.247875152232589,NA,> 0.05
MYC TARGETS V2,CAFs MSC iCAF-like,-0.11117344794534,0,> 0.05
MYC TARGETS V2,CAFs myCAF-like,-0.340785541546642,0,> 0.05
MYC TARGETS V2,Cancer Basal SC,-0.130824983071223,0,> 0.05
MYC TARGETS V2,Cancer Cycling,-0.343653913293069,0,> 0.05
MYC TARGETS V2,Cancer Her2 SC,-0.227445756570956,0,> 0.05
MYC TARGETS V2,Cancer LumA SC,-0.248896726666629,0,> 0.05
MYC TARGETS V2,Cancer LumB SC,-0.487306665989323,0,> 0.05
MYC TARGETS V2,Cycling PVL,-0.625808103756121,0,> 0.05
MYC TARGETS V2,Cycling T-cells,0.0744222858297875,0,0
MYC TARGETS V2,Cycling Myeloid,0.23712876190952,0,> 0.05
MYC TARGETS V2,DCs,0.23246337826967,0,> 0.05
MYC TARGETS V2,Endothelial ACKR1,-0.360853571853904,0,> 0.05
MYC TARGETS V2,Endothelial CXCL12,-0.202338429920462,0,> 0.05
MYC TARGETS V2,Endothelial Lymphatic LYVE1,-0.269104355145934,0,0
MYC TARGETS V2,Endothelial RGS5,-0.229023903148028,0,> 0.05
MYC TARGETS V2,Luminal Progenitors,-0.408072723346205,NA,> 0.05
MYC TARGETS V2,Macrophage,0.368844162846665,0,> 0.05
MYC TARGETS V2,Mature Luminal,-0.136003376572067,NA,> 0.05
MYC TARGETS V2,Monocyte,0.154214329809028,0,> 0.05
MYC TARGETS V2,Myoepithelial,0.42637577248159,NA,> 0.05
MYC TARGETS V2,NK cells,0.179952140632763,0,> 0.05
MYC TARGETS V2,NKT cells,0.417348000939635,0,> 0.05
MYC TARGETS V2,Plasmablasts,0.490424469668041,0,> 0.05
MYC TARGETS V2,PVL Differentiated,0.155475501566018,0,> 0.05
MYC TARGETS V2,PVL Immature,-0.270778268150293,0,> 0.05
MYC TARGETS V2,T cells CD4+,0.149939968844724,0,> 0.05
MYC TARGETS V2,T cells CD8+,0.246351815693868,0,> 0.05
MYOGENESIS,B cells Memory,-0.0839095511095344,0,> 0.05
MYOGENESIS,B cells Naive,-0.106881133159779,NA,> 0.05
MYOGENESIS,CAFs MSC iCAF-like,0.0303568924290668,0,> 0.05
MYOGENESIS,CAFs myCAF-like,0.350588334339642,0,> 0.05
MYOGENESIS,Cancer Basal SC,0.3505985268583,0,> 0.05
MYOGENESIS,Cancer Cycling,0.243414288793802,0,> 0.05
MYOGENESIS,Cancer Her2 SC,0.0971259158895178,0,> 0.05
MYOGENESIS,Cancer LumA SC,0.0395113655902162,0,> 0.05
MYOGENESIS,Cancer LumB SC,0.203701542812974,0,> 0.05
MYOGENESIS,Cycling PVL,0.376435556990911,0,> 0.05
MYOGENESIS,Cycling T-cells,-0.00717840474053203,0,0
MYOGENESIS,Cycling Myeloid,0.35210619368019,0,> 0.05
MYOGENESIS,DCs,0.57455329536151,0,> 0.05
MYOGENESIS,Endothelial ACKR1,0.144617724967544,0,> 0.05
MYOGENESIS,Endothelial CXCL12,0.585191331074844,0,> 0.05
MYOGENESIS,Endothelial Lymphatic LYVE1,0.346163307737104,0,0
MYOGENESIS,Endothelial RGS5,-0.0516161554023791,0,> 0.05
MYOGENESIS,Luminal Progenitors,0.425865077982202,NA,> 0.05
MYOGENESIS,Macrophage,0.515426792493636,0,> 0.05
MYOGENESIS,Mature Luminal,0.212692830788775,NA,> 0.05
MYOGENESIS,Monocyte,0.533610987667514,0,> 0.05
MYOGENESIS,Myoepithelial,0.107035190059343,NA,> 0.05
MYOGENESIS,NK cells,0.222388922530081,0,> 0.05
MYOGENESIS,NKT cells,0.68690905378586,0,> 0.05
MYOGENESIS,Plasmablasts,0.442475803588391,0,> 0.05
MYOGENESIS,PVL Differentiated,0.121592113635915,0,> 0.05
MYOGENESIS,PVL Immature,0.221054090513657,0,> 0.05
MYOGENESIS,T cells CD4+,0.283473005031492,0,> 0.05
MYOGENESIS,T cells CD8+,0.337833647006487,0,> 0.05
NOTCH SIGNALING,B cells Memory,-0.437735020436439,0,> 0.05
NOTCH SIGNALING,B cells Naive,-0.119186585134033,NA,> 0.05
NOTCH SIGNALING,CAFs MSC iCAF-like,-0.357206840891836,0,> 0.05
NOTCH SIGNALING,CAFs myCAF-like,0.0259309024512891,0,> 0.05
NOTCH SIGNALING,Cancer Basal SC,-0.0431709214640719,0,> 0.05
NOTCH SIGNALING,Cancer Cycling,-0.512660104313363,0,> 0.05
NOTCH SIGNALING,Cancer Her2 SC,-0.472609640605028,0,> 0.05
NOTCH SIGNALING,Cancer LumA SC,-0.361615709053972,0,> 0.05
NOTCH SIGNALING,Cancer LumB SC,-0.30678094876725,0,> 0.05
NOTCH SIGNALING,Cycling PVL,0.137620221336078,0,> 0.05
NOTCH SIGNALING,Cycling T-cells,-0.342714373771027,0,0
NOTCH SIGNALING,Cycling Myeloid,-0.57242445653836,0,> 0.05
NOTCH SIGNALING,DCs,-0.312084084385581,0,> 0.05
NOTCH SIGNALING,Endothelial ACKR1,-0.0691532634625026,0,> 0.05
NOTCH SIGNALING,Endothelial CXCL12,-0.376721633540945,0,> 0.05
NOTCH SIGNALING,Endothelial Lymphatic LYVE1,0.118112687273016,0,0
NOTCH SIGNALING,Endothelial RGS5,-0.49771081089705,0,> 0.05
NOTCH SIGNALING,Luminal Progenitors,-0.0296955598837086,NA,> 0.05
NOTCH SIGNALING,Macrophage,-0.123572134833495,0,> 0.05
NOTCH SIGNALING,Mature Luminal,-0.417591538835927,NA,> 0.05
NOTCH SIGNALING,Monocyte,0.0340227399955347,0,> 0.05
NOTCH SIGNALING,Myoepithelial,-0.321918995970534,NA,> 0.05
NOTCH SIGNALING,NK cells,0.0229080433993718,0,> 0.05
NOTCH SIGNALING,NKT cells,-0.0304361257083844,0,> 0.05
NOTCH SIGNALING,Plasmablasts,0.115967861012047,0,> 0.05
NOTCH SIGNALING,PVL Differentiated,0.12619795583332,0,> 0.05
NOTCH SIGNALING,PVL Immature,0.361448154412452,0,> 0.05
NOTCH SIGNALING,T cells CD4+,-0.329738194088576,0,> 0.05
NOTCH SIGNALING,T cells CD8+,-0.131554796496068,0,> 0.05
OXIDATIVE PHOSPHORYLATION,B cells Memory,-0.51203050254829,-2.31122421670673,1.2512436590867e-12
OXIDATIVE PHOSPHORYLATION,B cells Naive,0.0254835262910453,NA,> 0.05
OXIDATIVE PHOSPHORYLATION,CAFs MSC iCAF-like,-0.163151628386417,0,> 0.05
OXIDATIVE PHOSPHORYLATION,CAFs myCAF-like,-0.47703165172054,-1.88408914074848,6.05070002921896e-05
OXIDATIVE PHOSPHORYLATION,Cancer Basal SC,-0.228387052377126,-2.20369566012455,9.31498874604834e-11
OXIDATIVE PHOSPHORYLATION,Cancer Cycling,-0.0262686488755933,-1.99516148481544,1.85153243675014e-06
OXIDATIVE PHOSPHORYLATION,Cancer Her2 SC,0.0196612648325204,0,> 0.05
OXIDATIVE PHOSPHORYLATION,Cancer LumA SC,0.291749561877955,0,> 0.05
OXIDATIVE PHOSPHORYLATION,Cancer LumB SC,0.00702144385171387,-1.65971019851353,0.0100504974776168
OXIDATIVE PHOSPHORYLATION,Cycling PVL,-0.0958598523144643,0,> 0.05
OXIDATIVE PHOSPHORYLATION,Cycling T-cells,-0.39555773228733,0,0
OXIDATIVE PHOSPHORYLATION,Cycling Myeloid,0.21346204789497,0,> 0.05
OXIDATIVE PHOSPHORYLATION,DCs,-0.448513333086071,0,> 0.05
OXIDATIVE PHOSPHORYLATION,Endothelial ACKR1,-0.629506361432581,-2.14078978002587,5.11382393539905e-11
OXIDATIVE PHOSPHORYLATION,Endothelial CXCL12,-0.568290481622425,-2.02743671332115,6.15809371577301e-08
OXIDATIVE PHOSPHORYLATION,Endothelial Lymphatic LYVE1,-0.718906961859973,0,0
OXIDATIVE PHOSPHORYLATION,Endothelial RGS5,-0.841335791915212,-1.97619499294807,4.87561291789244e-08
OXIDATIVE PHOSPHORYLATION,Luminal Progenitors,-0.292244349345423,NA,> 0.05
OXIDATIVE PHOSPHORYLATION,Macrophage,-0.42962532560122,-2.48726912198484,2.70657726712263e-12
OXIDATIVE PHOSPHORYLATION,Mature Luminal,-0.34672731428699,NA,> 0.05
OXIDATIVE PHOSPHORYLATION,Monocyte,-0.516212543216022,-1.87401983060322,3.81187685002867e-05
OXIDATIVE PHOSPHORYLATION,Myoepithelial,-0.25815404925471,NA,> 0.05
OXIDATIVE PHOSPHORYLATION,NK cells,-0.475306209886238,-2.11886359527547,3.06914567942427e-07
OXIDATIVE PHOSPHORYLATION,NKT cells,-0.571150275273415,0,> 0.05
OXIDATIVE PHOSPHORYLATION,Plasmablasts,-0.533381525942645,-2.10354691473408,1.54777369949269e-07
OXIDATIVE PHOSPHORYLATION,PVL Differentiated,-0.714906706620602,-2.03165198118196,4.68922818722556e-07
OXIDATIVE PHOSPHORYLATION,PVL Immature,-0.677903945798907,-2.2498387959707,3.52555493567691e-11
OXIDATIVE PHOSPHORYLATION,T cells CD4+,-0.596711577099518,-2.41544864053721,3.3030282114817e-15
OXIDATIVE PHOSPHORYLATION,T cells CD8+,-0.634111437546121,-2.15792485454247,1.62175559067745e-11
P53 PATHWAY,B cells Memory,0.518890537514244,0,> 0.05
P53 PATHWAY,B cells Naive,0.294134196974631,NA,> 0.05
P53 PATHWAY,CAFs MSC iCAF-like,0.225371191848993,0,> 0.05
P53 PATHWAY,CAFs myCAF-like,0.531313206347049,0,> 0.05
P53 PATHWAY,Cancer Basal SC,0.0499876331868349,0,> 0.05
P53 PATHWAY,Cancer Cycling,0.362801842382608,0,> 0.05
P53 PATHWAY,Cancer Her2 SC,0.0706450016779314,0,> 0.05
P53 PATHWAY,Cancer LumA SC,0.501215928920408,0,> 0.05
P53 PATHWAY,Cancer LumB SC,0.340456319866514,0,> 0.05
